Group,arbitraryItemNumber,order.randomly.generated,Item,eq_weight_sense1_sense2,eq_weight_senseX_dX,eq_weight_senseX_dY,word.sense,WordSense,PictureWord,distractor.1,distractor.2,one.or.two.pics,DistWord,Condition,DistWordSound,DistWordSoundGit,TargetPic,ShortPic,Xdim,Ydim
2,16,64,pen_sense2,-0.15085115,1.104103378,-0.256559527,pig pen,pig_pen,PEN,FENCE,CHALK,2,CHALK,d2,chalk.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/chalk.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/pen_sense2.png?raw=true,pen_sense2.png,400,400
3,49,1,sign_sense1,-0.560230124,1.773916101,-0.572430278,billboard sign,billboard_sign,SIGN,BILLBOARD,OMEN,1,OMEN,d2,omen.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/omen.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/sign_sense1.png?raw=true,sign_sense1.png,400,400
3,17,2,plant_sense1,-0.487624344,1.368728687,-0.479258321,forest plant,forest_plant,PLANT,TREE,FACTORY,2,FACTORY,d2,factory.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/factory.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/plant_sense1.jpg?raw=true,plant_sense1.jpg,400,400
3,7,3,ring_sense1,-0.242258507,1.254412134,-0.519846346,jewelry ring,jewelry_ring,RING,BRACELET,ARENA,2,BRACELET,d1,bracelet.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/bracelet.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/ring_sense1.jpg?raw=true,ring_sense1.jpg,400,400
3,42,4,turkey_sense1,0.239237254,1.036078484,-0.686691902,animal turkey,animal_turkey,TURKEY,VULTURE,STUFFING,1,DASH,control_to_d2,dash.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/dash.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/turkey_sense1.jpg?raw=true,turkey_sense1.jpg,400,400
3,63,5,wrap_sense2,-0.674383712,0.915065926,-0.538454882,plastic wrap,plastic_wrap,WRAP,FOIL,SANDWICH,1,FOIL,d1,foil.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/foil.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/wrap_sense2.jpg?raw=true,wrap_sense2.jpg,400,400
3,59,6,tape_sense2,0.109915882,0.072450705,-0.24090761,sticky tape,sticky_tape,TAPE,GLUE,ALBUM,1,GLUE,d1,glue.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/glue.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/tape_sense2.jpg?raw=true,tape_sense2.jpg,400,400
3,46,7,iron_sense1,-0.660325744,0.929610648,-0.374305331,clothes iron,clothes_iron,IRON,DRYER,STEEL,1,FINE,control_to_d2,fine.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/fine.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/iron_sense1.jpg?raw=true,iron_sense1.jpg,400,400
3,45,8,mouse_sense2,-0.727845647,0.620666135,-0.450082372,computer mouse,computer_mouse,MOUSE,KEYBOARD,RAT,1,RAT,d2,rat.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/rat.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/mouse_sense2.jpg?raw=true,mouse_sense2.jpg,400,400
3,35,9,shell_sense2,0.942396777,0.182724123,-0.16470423,nut shell,nut_shell,SHELL,PEEL,CLAM,1,PEEL,d1,peel.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/peel.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/shell_sense2.jpg?raw=true,shell_sense2.jpg,400,400
3,57,10,letter_sense1,-0.205334464,0.877288897,-0.328791311,written letter,written_letter,LETTER,POSTCARD,NUMBER,1,NUMBER,d2,number.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/number.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/letter_sense1.png?raw=true,letter_sense1.png,400,400
3,23,11,cream_sense1,-0.646461638,1.280304329,-0.373788845,dairy cream,dairy_cream,CREAM,MILK,LOTION,2,MILK,d1,milk.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/milk.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/cream_sense1.png?raw=true,cream_sense1.png,400,400
3,21,12,date_sense1,-0.256384197,0.173134957,-0.472704053,a date on the calendar,a_date_on_the_calendar,DATE,TIME,MEETING,2,MEETING,d2,meeting.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/meeting.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/date_sense1.png?raw=true,date_sense1.png,400,400
3,60,13,sponge_sense2,-0.390508453,0.912374656,-0.181303886,animal sponge in the sea,animal_sponge_in_the_sea,SPONGE,CORAL,TOWEL,1,POSTCARD,control_to_d1,postcard.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/postcard.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/sponge_sense2.png?raw=true,sponge_sense2.png,400,400
3,61,14,grain_sense1,-0.532315768,1.703534649,-0.35998847,a grain of sand,a_grain_of_sand,GRAIN,PARTICLE,WHEAT,1,WHEAT,d2,wheat.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/wheat.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/grain_sense1.png?raw=true,grain_sense1.png,400,400
3,11,15,wing_sense1,-0.351673574,0.127836557,-0.437837223,bird wing for flying,bird_wing_for_flying,WING,FEATHER,DRUMSTICK,2,FEATHER,d1,feather.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/feather.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/wing_sense1.png?raw=true,wing_sense1.png,400,400
3,3,16,fan_sense1,-0.6528331,1.046955724,-0.510877407,hand fan,hand_fan,FAN,BLOWDRYER,SUPPORTER,2,BLOWDRYER,d1,blowdryer.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/blowdryer.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/fan_sense1.png?raw=true,fan_sense1.png,400,400
3,20,17,rib_sense2,-0.041806602,1.634521324,-0.247156257,skeletal rib,skeletal_rib,RIB,BONE,BRISKET,2,TREE,control_to_d1,tree.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/tree.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/rib_sense2.png?raw=true,rib_sense2.png,400,400
3,43,18,line_sense2,-0.034258597,-0.5258104,-0.555449225,waiting line,waiting_line,LINE,WAIT,DASH,1,WAIT,d1,wait.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/wait.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/line_sense2.png?raw=true,line_sense2.png,400,400
3,31,19,quarter_sense1,-0.036029304,1.115020338,-0.673139772,coin quarter,coin_quarter,QUARTER,PENNY,HALF,2,PENNY,d1,penny.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/penny.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/quarter_sense1.jpg?raw=true,quarter_sense1.jpg,400,400
3,36,20,ruler_sense1,-0.726176906,1.253213623,-0.408694248,measuring ruler,measuring_ruler,RULER,YARDSTICK,LEADER,1,CARDBOARD,control_to_d1,cardboard.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/cardboard.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/ruler_sense1.jpg?raw=true,ruler_sense1.jpg,400,400
3,51,21,card_sense1,-0.486647549,-0.209517751,-0.554631751,playing card,playing_card,CARD,DICE,CASH,1,DICE,d1,dice.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/dice.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/card_sense1.jpg?raw=true,card_sense1.jpg,400,400
3,6,22,bar_sense2,-0.334607509,0.662099691,-0.308388971,drinking bar,drinking_bar,BAR,CAFE,ROD,2,ARENA,control_to_d2,arena.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/arena.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/bar_sense2.png?raw=true,bar_sense2.png,400,400
3,39,23,band_sense2,-0.937249056,0.58863079,-0.302710884,rubber band,rubber_band,BAND,PAPERCLIP,MUSICIAN,1,PAPERCLIP,d1,paperclip.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/paperclip.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/band_sense2.jpg?raw=true,band_sense2.jpg,400,400
3,48,24,oil_sense2,0.524435343,1.11995386,-0.435063425,gasoline oil,gasoline_oil,OIL,GASOLINE,SAUCE,1,KEYBOARD,control_to_d1,keyboard.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/keyboard.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/oil_sense2.png?raw=true,oil_sense2.png,400,400
3,62,25,note_sense1,-0.731850373,0.326036078,-0.525021587,musical note,musical_note,NOTE,TONE,DRAFT,1,SANDWICH,control_to_d2,sandwich.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/sandwich.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/note_sense1.png?raw=true,note_sense1.png,400,400
3,28,26,chicken_sense2,0.375403401,0.667221306,-0.535431526,chicken meat as a type of food,chicken_meat_as_a_type_of_food,CHICKEN,STEAK,GOOSE,2,BATHTUB,control_to_d1,bathtub.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/bathtub.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/chicken_sense2.jpg?raw=true,chicken_sense2.jpg,400,400
3,38,27,plug_sense1,0.159600172,1.034664223,-0.487838933,electrical plug,electrical_plug,PLUG,CORD,DRAIN,1,MUSICIAN,control_to_d2,musician.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/musician.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/plug_sense1.jpg?raw=true,plug_sense1.jpg,400,400
3,34,28,diamond_sense2,-0.404217847,0.325142121,-0.614832877,shape of a diamond,shape_of_a_diamond,DIAMOND,CIRCLE,RUBY,1,CLAM,control_to_d2,clam.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/clam.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/diamond_sense2.png?raw=true,diamond_sense2.png,400,400
3,5,29,bar_sense1,-0.334607509,1.709454122,-0.203038119,metal bar,metal_bar,BAR,ROD,CAFE,2,CAFE,d2,cafe.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/cafe.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/bar_sense1.png?raw=true,bar_sense1.png,400,400
3,9,30,speaker_sense1,-0.355929305,1.573004042,-0.566278165,musical speaker,musical_speaker,SPEAKER,MICROPHONE,LECTURER,2,LECTURER,d2,lecturer.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/lecturer.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/speaker_sense1.jpg?raw=true,speaker_sense1.jpg,400,400
3,18,31,plant_sense2,-0.487624344,1.578638486,-0.052384328,power plant,power_plant,PLANT,FACTORY,TREE,2,BONE,control_to_d2,bone.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/bone.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/plant_sense2.png?raw=true,plant_sense2.png,400,400
3,25,32,shower_sense1,-0.081770255,0.224562397,-0.246231992,the physical stall within which one takes a shower,the_physical_stall_within_which_one_takes_a_shower,SHOWER,BATHTUB,BATH,2,BATH,d2,bath.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/bath.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/shower_sense1.jpg?raw=true,shower_sense1.jpg,400,400
3,24,33,cream_sense2,-0.646461638,1.620260018,-0.503046199,face cream,face_cream,CREAM,LOTION,MILK,2,TIME,control_to_d1,time.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/time.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/cream_sense2.jpg?raw=true,cream_sense2.jpg,400,400
3,27,34,chicken_sense1,0.375403401,0.599258597,-0.423314772,animal chicken,animal_chicken,CHICKEN,GOOSE,STEAK,2,GOOSE,d1,goose.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/goose.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/chicken_sense1.jpg?raw=true,chicken_sense1.jpg,400,400
3,53,35,bill_sense1,-0.27264891,1.863814354,-0.399003037,dollar bill,dollar_bill,BILL,DOLLAR,RENT,1,RENT,d2,rent.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/rent.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/bill_sense1.png?raw=true,bill_sense1.png,400,400
3,2,36,cell_sense2,-0.328048789,1.327426545,-0.487074875,prison cell,prison_cell,CELL,CAGE,VIRUS,2,SUPPORTER,control_to_d2,supporter.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/supporter.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/cell_sense2.png?raw=true,cell_sense2.png,400,400
3,22,37,date_sense2,-0.256384197,0.673744913,-0.418670177,a date in the sense of a meeting with someone,a_date_in_the_sense_of_a_meeting_with_someone,DATE,MEETING,TIME,2,LOTION,control_to_d2,lotion.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/lotion.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/date_sense2.png?raw=true,date_sense2.png,400,400
3,26,38,shower_sense2,-0.081770255,1.127223729,-0.313781328,the experience of taking a shower,the_experience_of_taking_a_shower,SHOWER,BATH,BATHTUB,2,STEAK,control_to_d2,steak.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/steak.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/shower_sense2.png?raw=true,shower_sense2.png,400,400
3,29,39,seal_sense1,-0.540266926,1.457577305,-0.684792359,Navy Seal,Navy_Seal,SEAL,SOLDIER,WALRUS,2,WALRUS,d2,walrus.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/walrus.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/seal_sense1.png?raw=true,seal_sense1.png,400,400
3,32,40,quarter_sense2,-0.036029304,0.754985664,-0.623801251,the unit of measurement of a fourth or a quarter of something,the_unit_of_measurement_of_a_fourth_or_a_quarter_of_something,QUARTER,HALF,PENNY,2,SOLDIER,control_to_d1,soldier.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/soldier.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/quarter_sense2.png?raw=true,quarter_sense2.png,400,400
3,4,41,fan_sense2,-0.6528331,0.908022619,-0.362071892,sports fan,sports_fan,FAN,SUPPORTER,BLOWDRYER,2,VIRUS,control_to_d1,virus.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/virus.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/fan_sense2.png?raw=true,fan_sense2.png,400,400
3,40,42,dish_sense1,0.021801257,1.374869788,-0.395788545,ceramic dish,ceramic_dish,DISH,BOWL,MEAL,1,PERSON,control_to_d1,person.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/person.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/dish_sense1.png?raw=true,dish_sense1.png,400,400
3,19,43,rib_sense1,-0.041806602,1.394508193,-0.269664828,barbecue rib,barbecue_rib,RIB,BRISKET,BONE,2,BRISKET,d1,brisket.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/brisket.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/rib_sense1.png?raw=true,rib_sense1.png,400,400
3,15,44,pen_sense1,-0.15085115,0.944999338,-0.347609359,writing pen,writing_pen,PEN,CHALK,FENCE,2,CHALK,d1,chalk.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/chalk.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/pen_sense1.jpg?raw=true,pen_sense1.jpg,400,400
3,58,45,pipe_sense2,1.155063196,1.660739862,-0.590490791,pipe in the sense of a tube,pipe_in_the_sense_of_a_tube,PIPE,TUBE,CIGAR,1,ALBUM,control_to_d2,album.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/album.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/pipe_sense2.png?raw=true,pipe_sense2.png,400,400
3,1,46,cell_sense1,-0.328048789,0.268276929,-0.08564649,biological cell,biological_cell,CELL,VIRUS,CAGE,2,CAGE,d2,cage.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/cage.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/cell_sense1.png?raw=true,cell_sense1.png,400,400
3,33,47,paper_sense1,0.332341152,1.07960155,-0.610663122,material paper,material_paper,PAPER,CARDBOARD,ESSAY,1,ESSAY,d2,essay.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/essay.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/paper_sense1.jpg?raw=true,paper_sense1.jpg,400,400
3,12,48,wing_sense2,-0.351673574,1.121230972,-0.267079359,chicken wing for eating,chicken_wing_for_eating,WING,DRUMSTICK,FEATHER,2,MICROPHONE,control_to_d1,microphone.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/microphone.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/wing_sense2.png?raw=true,wing_sense2.png,400,400
3,10,49,speaker_sense2,-0.355929305,1.70270387,-0.237945885,lecturing speaker,lecturing_speaker,SPEAKER,LECTURER,MICROPHONE,2,DRUMSTICK,control_to_d2,drumstick.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/drumstick.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/speaker_sense2.png?raw=true,speaker_sense2.png,400,400
3,52,50,pitcher_sense2,-0.656843894,0.939880359,-0.693999609,baseball pitcher,baseball_pitcher,PITCHER,CATCHER,JUG,1,BILLBOARD,control_to_d1,billboard.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/billboard.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/pitcher_sense2.png?raw=true,pitcher_sense2.png,400,400
3,30,51,seal_sense2,-0.540266926,1.138964395,-0.578556206,animal seal,animal_seal,SEAL,WALRUS,SOLDIER,2,HALF,control_to_d2,half.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/half.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/seal_sense2.jpg?raw=true,seal_sense2.jpg,400,400
3,50,52,fish_sense2,0.373285223,1.268803833,-0.493077151,fish as a type of food,fish_as_a_type_of_food,FISH,SEAFOOD,DOLPHIN,1,CASH,control_to_d2,cash.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/cash.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/fish_sense2.png?raw=true,fish_sense2.png,400,400
3,47,53,ticket_sense1,0.58497633,1.793706334,-0.091383474,concert ticket,concert_ticket,TICKET,PASS,FINE,1,PASS,d1,pass.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/pass.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/ticket_sense1.png?raw=true,ticket_sense1.png,400,400
3,8,54,ring_sense2,-0.242258507,0.732412308,-0.309473304,boxing ring,boxing_ring,RING,ARENA,BRACELET,2,ROD,control_to_d1,rod.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/rod.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/ring_sense2.png?raw=true,ring_sense2.png,400,400
3,14,55,bow_sense2,-0.354628938,0.906225437,-0.364651408,hunting bow,hunting_bow,BOW,SPEAR,RIBBON,2,FENCE,control_to_d2,fence.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/fence.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/bow_sense2.jpg?raw=true,bow_sense2.jpg,400,400
3,44,56,glass_sense1,0.034312907,0.52326772,-0.397218647,material glass,material_glass,GLASS,PLASTIC,MUG,1,FINGER,control_to_d1,finger.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/finger.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/glass_sense1.png?raw=true,glass_sense1.png,400,400
3,56,57,space_sense2,0.823968346,0.096444064,-0.370067756,outer space,outer_space,SPACE,SKY,ROOM,1,DOLLAR,control_to_d1,dollar.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/dollar.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/space_sense2.png?raw=true,space_sense2.png,400,400
3,64,58,star_sense1,-0.721354956,0.652096081,-0.550934461,shape of a star,shape_of_a_star,STAR,PENTAGON,COMET,1,PARTICLE,control_to_d1,particle.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/particle.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/star_sense1.png?raw=true,star_sense1.png,400,400
3,13,59,bow_sense1,-0.354628938,0.95251256,-0.228779956,decorative bow,decorative_bow,BOW,RIBBON,SPEAR,2,SPEAR,d2,spear.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/spear.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/bow_sense1.jpg?raw=true,bow_sense1.jpg,400,400
3,41,60,hand_sense1,-0.53214907,1.020025754,-0.617553382,anatomical hand,anatomical_hand,HAND,FINGER,APPLAUSE,1,APPLAUSE,d2,applause.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/applause.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/hand_sense1.jpg?raw=true,hand_sense1.jpg,400,400
3,54,61,nail_sense1,-0.981337685,1.30379381,-0.358574209,construction nail,construction_nail,NAIL,SCREW,CLAW,1,ENVELOPE,control_to_d2,envelope.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/envelope.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/nail_sense1.png?raw=true,nail_sense1.png,400,400
3,37,62,man_sense1,0.599598286,1.111373247,-0.702893553,an individual man,an_individual_man,MAN,PERSON,SOCIETY,1,SOCIETY,d2,society.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/society.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/man_sense1.jpg?raw=true,man_sense1.jpg,400,400
3,55,63,mail_sense2,-1.112937205,1.377865773,-0.619408323,biological male,biological_male,MAIL,GUY,ENVELOPE,1,GUY,d1,guy.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/guy.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/mail_sense2.png?raw=true,mail_sense2.png,400,400
