Group,Item,ItemNumber,depicted.sense.to.distractor.of.depicted.sense,depicted.sense.to.distractor.of.nondepicted.sense,sense1.sense2,nondepicted.sense.to.distractor.of.depicted.sense,nondepicted.sense.to.distractor.of.nondepicted.sense,WordSense,PictureWord,distractor1,distractor2,OneOrTwoPics,PairGrouper,DistWord,Condition,DistWordSound,DistWordSoundGit,TargetPic,ShortPic,Xdim,Ydim,Arbitrary.order
3,shower_sense2,36,1.127223729,-0.313781328,-0.081770255,-0.246231992,0.224562397,the experience of taking a shower,SHOWER,BATH,BATHTUB,2,8,TIME,d1control,time.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/time.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/shower_sense2.png?raw=true,shower_sense2.png,400,400,128
3,note_sense1,19,0.326036078,-0.525021587,-0.731850373,-0.773303806,0.154812905,musical note,NOTE,TONE,DRAFT,2,9,DRAFT,d2,draft.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/draft.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/note_sense1.png?raw=true,note_sense1.png,400,400,129
3,note_sense2,20,0.154812905,-0.773303806,-0.731850373,-0.525021587,0.326036078,written note,NOTE,DRAFT,TONE,2,9,MOON,d2control,moon.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/moon.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/note_sense2.jpg?raw=true,note_sense2.jpg,400,400,130
3,son_sense1,38,0.963357868,-0.628715458,-0.708392573,-0.663344358,0.454956401,familial son,SON,DAUGHTER,MOON,2,9,DAUGHTER,d1,daughter.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/daughter.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/son_sense1.png?raw=true,son_sense1.png,400,400,131
3,son_sense2,39,0.454956401,-0.663344358,-0.708392573,-0.628715458,0.963357868,shining sun,SON,MOON,DAUGHTER,2,9,TONE,d1control,tone.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/tone.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/son_sense2.png?raw=true,son_sense2.png,400,400,132
3,sponge_sense1,43,-0.064004866,-0.727137043,-0.390508453,-0.181303886,0.912374656,kitchen sponge,SPONGE,TOWEL,CORAL,2,10,CORAL,d2,coral.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/coral.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/sponge_sense1.jpg?raw=true,sponge_sense1.jpg,400,400,133
3,sponge_sense2,44,0.912374656,-0.181303886,-0.390508453,-0.727137043,-0.064004866,animal sponge in the sea,SPONGE,CORAL,TOWEL,2,10,GLUE,d2control,glue.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/glue.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/sponge_sense2.png?raw=true,sponge_sense2.png,400,400,134
3,tape_sense1,45,0.261773264,-0.794755337,0.109915882,-0.24090761,0.072450705,mix tape,TAPE,ALBUM,GLUE,2,10,ALBUM,d1,album.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/album.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/tape_sense1.png?raw=true,tape_sense1.png,400,400,135
3,tape_sense2,46,0.072450705,-0.24090761,0.109915882,-0.794755337,0.261773264,sticky tape,TAPE,GLUE,ALBUM,2,10,TOWEL,d1control,towel.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/towel.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/tape_sense2.jpg?raw=true,tape_sense2.jpg,400,400,136
3,grain_sense2,16,1.63349839,-0.72116126,-0.532315768,-0.35998847,1.703534649,whole grain,GRAIN,WHEAT,PARTICLE,1,11,PARTICLE,d2,particle.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/particle.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/grain_sense2.jpg?raw=true,grain_sense2.jpg,400,400,137
3,sign_sense1,37,1.773916101,-0.572430278,-0.560230124,-0.168307271,1.141095939,billboard sign,SIGN,BILLBOARD,OMEN,1,12,APPLAUSE,d2control,applause.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/applause.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/sign_sense1.png?raw=true,sign_sense1.png,400,400,138
3,hand_sense1,17,1.020025754,-0.617553382,-0.53214907,-0.673133298,1.885911404,anatomical hand,HAND,FINGER,APPLAUSE,1,11,FINGER,d1,finger.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/finger.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/hand_sense1.jpg?raw=true,hand_sense1.jpg,400,400,139
3,paper_sense1,21,1.07960155,-0.610663122,0.332341152,-0.520207424,1.66436476,material paper,PAPER,CARDBOARD,ESSAY,1,11,WHEAT,d1control,wheat.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/wheat.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/paper_sense1.jpg?raw=true,paper_sense1.jpg,400,400,140
3,space_sense2,40,0.096444064,-0.370067756,0.823968346,-0.148019811,0.266021211,outer space,SPACE,SKY,ROOM,1,11,ROOM,d2,room.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/room.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/space_sense2.png?raw=true,space_sense2.png,400,400,141
3,cream_sense1,9,1.280304329,-0.373788845,-0.646461638,-0.503046199,1.620260018,dairy cream,CREAM,MILK,LOTION,1,12,YARDSTICK,d2control,yardstick.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/yardstick.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/cream_sense1.png?raw=true,cream_sense1.png,400,400,142
3,ruler_sense2,32,1.30729723,-0.530313184,-0.726176906,-0.408694248,1.253213623,political ruler,RULER,LEADER,YARDSTICK,1,12,LEADER,d1,leader.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/leader.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/ruler_sense2.png?raw=true,ruler_sense2.png,400,400,143
3,nail_sense2,18,1.041235316,-0.765868974,-0.981337685,-0.358574209,1.30379381,finger nail,NAIL,CLAW,SCREW,1,12,SKY,d1control,sky.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/sky.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/nail_sense2.jpg?raw=true,nail_sense2.jpg,400,400,144
4,cell_sense1,7,0.268276929,-0.08564649,-0.328048789,-0.487074875,1.327426545,biological cell,CELL,VIRUS,CAGE,2,1,BLOWDRYER,d2control,blowdryer.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/blowdryer.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/cell_sense1.png?raw=true,cell_sense1.png,400,400,145
4,cell_sense2,8,1.327426545,-0.487074875,-0.328048789,-0.08564649,0.268276929,prison cell,CELL,CAGE,VIRUS,2,1,VIRUS,d2,virus.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/virus.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/cell_sense2.png?raw=true,cell_sense2.png,400,400,146
4,fan_sense1,12,1.046955724,-0.510877407,-0.6528331,-0.362071892,0.908022619,hand fan,FAN,BLOWDRYER,SUPPORTER,2,1,CAGE,d1control,cage.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/cage.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/fan_sense1.png?raw=true,fan_sense1.png,400,400,147
4,fan_sense2,13,0.908022619,-0.362071892,-0.6528331,-0.510877407,1.046955724,sports fan,FAN,SUPPORTER,BLOWDRYER,2,1,SUPPORTER,d1,supporter.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/supporter.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/fan_sense2.png?raw=true,fan_sense2.png,400,400,148
4,bar_sense1,1,1.709454122,-0.203038119,-0.334607509,-0.308388971,0.662099691,metal bar,BAR,ROD,CAFE,2,2,BRACELET,d2control,bracelet.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/bracelet.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/bar_sense1.png?raw=true,bar_sense1.png,400,400,149
4,bar_sense2,2,0.662099691,-0.308388971,-0.334607509,-0.203038119,1.709454122,drinking bar,BAR,CAFE,ROD,2,2,ROD,d2,rod.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/rod.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/bar_sense2.png?raw=true,bar_sense2.png,400,400,150
4,ring_sense1,30,1.254412134,-0.519846346,-0.242258507,-0.309473304,0.732412308,jewelry ring,RING,BRACELET,ARENA,2,2,CAFE,d1control,cafe.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/cafe.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/ring_sense1.jpg?raw=true,ring_sense1.jpg,400,400,151
4,ring_sense2,31,0.732412308,-0.309473304,-0.242258507,-0.519846346,1.254412134,boxing ring,RING,ARENA,BRACELET,2,2,ARENA,d1,arena.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/arena.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/ring_sense2.png?raw=true,ring_sense2.png,400,400,152
4,speaker_sense1,41,1.573004042,-0.566278165,-0.355929305,-0.237945885,1.70270387,musical speaker,SPEAKER,MICROPHONE,LECTURER,2,3,FEATHER,d2control,feather.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/feather.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/speaker_sense1.jpg?raw=true,speaker_sense1.jpg,400,400,153
4,speaker_sense2,42,1.70270387,-0.237945885,-0.355929305,-0.566278165,1.573004042,lecturing speaker,SPEAKER,LECTURER,MICROPHONE,2,3,MICROPHONE,d2,microphone.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/microphone.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/speaker_sense2.png?raw=true,speaker_sense2.png,400,400,154
4,wing_sense1,47,0.127836557,-0.437837223,-0.351673574,-0.267079359,1.121230972,bird wing for flying,WING,FEATHER,DRUMSTICK,2,3,LECTURER,d1control,lecturer.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/lecturer.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/wing_sense1.png?raw=true,wing_sense1.png,400,400,155
4,wing_sense2,48,1.121230972,-0.267079359,-0.351673574,-0.437837223,0.127836557,chicken wing for eating,WING,DRUMSTICK,FEATHER,2,3,DRUMSTICK,d1,drumstick.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/drumstick.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/wing_sense2.png?raw=true,wing_sense2.png,400,400,156
4,bow_sense1,5,0.95251256,-0.228779956,-0.354628938,-0.364651408,0.906225437,decorative bow,BOW,RIBBON,SPEAR,2,4,CHALK,d2control,chalk.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/chalk.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/bow_sense1.jpg?raw=true,bow_sense1.jpg,400,400,157
4,bow_sense2,6,0.906225437,-0.364651408,-0.354628938,-0.228779956,0.95251256,hunting bow,BOW,SPEAR,RIBBON,2,4,RIBBON,d2,ribbon.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/ribbon.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/bow_sense2.jpg?raw=true,bow_sense2.jpg,400,400,158
4,pen_sense1,22,0.944999338,-0.347609359,-0.15085115,-0.256559527,1.104103378,writing pen,PEN,CHALK,FENCE,2,4,SPEAR,d1control,spear.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/spear.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/pen_sense1.jpg?raw=true,pen_sense1.jpg,400,400,159
4,pen_sense2,23,1.104103378,-0.256559527,-0.15085115,-0.347609359,0.944999338,pig pen,PEN,FENCE,CHALK,2,4,FENCE,d1,fence.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/fence.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/pen_sense2.png?raw=true,pen_sense2.png,400,400,160
4,plant_sense1,24,1.368728687,-0.479258321,-0.487624344,-0.052384328,1.578638486,forest plant,PLANT,TREE,FACTORY,2,5,BRISKET,d2control,brisket.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/brisket.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/plant_sense1.jpg?raw=true,plant_sense1.jpg,400,400,161
4,plant_sense2,25,1.578638486,-0.052384328,-0.487624344,-0.479258321,1.368728687,power plant,PLANT,FACTORY,TREE,2,5,TREE,d2,tree.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/tree.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/plant_sense2.png?raw=true,plant_sense2.png,400,400,162
4,rib_sense1,28,1.394508193,-0.269664828,-0.041806602,-0.247156257,1.634521324,barbecue rib,RIB,BRISKET,BONE,2,5,FACTORY,d1control,factory.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/factory.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/rib_sense1.png?raw=true,rib_sense1.png,400,400,163
4,rib_sense2,29,1.634521324,-0.247156257,-0.041806602,-0.269664828,1.394508193,skeletal rib,RIB,BONE,BRISKET,2,5,BONE,d1,bone.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/bone.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/rib_sense2.png?raw=true,rib_sense2.png,400,400,164
4,seal_sense1,33,1.457577305,-0.684792359,-0.540266926,-0.578556206,1.138964395,Navy Seal,SEAL,SOLDIER,WALRUS,2,6,PENNY,d2control,penny.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/penny.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/seal_sense1.png?raw=true,seal_sense1.png,400,400,165
4,seal_sense2,34,1.138964395,-0.578556206,-0.540266926,-0.684792359,1.457577305,animal seal,SEAL,WALRUS,SOLDIER,2,6,SOLDIER,d2,soldier.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/soldier.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/seal_sense2.jpg?raw=true,seal_sense2.jpg,400,400,166
4,quarter_sense1,26,1.115020338,-0.673139772,-0.036029304,-0.623801251,0.754985664,coin quarter,QUARTER,PENNY,HALF,2,6,WALRUS,d1control,walrus.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/walrus.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/quarter_sense1.jpg?raw=true,quarter_sense1.jpg,400,400,167
4,quarter_sense2,27,0.754985664,-0.623801251,-0.036029304,-0.673139772,1.115020338,the unit of measurement of a fourth or a quarter of something,QUARTER,HALF,PENNY,2,6,HALF,d1,half.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/half.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/quarter_sense2.png?raw=true,quarter_sense2.png,400,400,168
4,bill_sense1,3,1.863814354,-0.399003037,-0.27264891,-0.781123396,-0.044337726,dollar bill,BILL,DOLLAR,RENT,2,7,PLASTIC,d2control,plastic.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/plastic.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/bill_sense1.png?raw=true,bill_sense1.png,400,400,169
4,bill_sense2,4,-0.044337726,-0.781123396,-0.27264891,-0.399003037,1.863814354,water bill,BILL,RENT,DOLLAR,2,7,DOLLAR,d2,dollar.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/dollar.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/bill_sense2.png?raw=true,bill_sense2.png,400,400,170
4,glass_sense1,14,0.52326772,-0.397218647,0.034312907,-0.725667163,1.334985656,material glass,GLASS,PLASTIC,MUG,2,7,RENT,d1control,rent.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/rent.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/glass_sense1.png?raw=true,glass_sense1.png,400,400,171
4,glass_sense2,15,1.334985656,-0.725667163,0.034312907,-0.397218647,0.52326772,drinking glass,GLASS,MUG,PLASTIC,2,7,MUG,d1,mug.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/mug.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/glass_sense2.jpg?raw=true,glass_sense2.jpg,400,400,172
4,date_sense1,10,0.173134957,-0.472704053,-0.256384197,-0.418670177,0.673744913,a date on the calendar,DATE,TIME,MEETING,2,8,BATHTUB,d2control,bathtub.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/bathtub.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/date_sense1.png?raw=true,date_sense1.png,400,400,173
4,date_sense2,11,0.673744913,-0.418670177,-0.256384197,-0.472704053,0.173134957,a date in the sense of a meeting with someone,DATE,MEETING,TIME,2,8,TIME,d2,time.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/time.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/date_sense2.png?raw=true,date_sense2.png,400,400,174
4,shower_sense1,35,0.224562397,-0.246231992,-0.081770255,-0.313781328,1.127223729,the physical stall within which one takes a shower,SHOWER,BATHTUB,BATH,2,8,MEETING,d1control,meeting.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/meeting.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/shower_sense1.jpg?raw=true,shower_sense1.jpg,400,400,175
4,shower_sense2,36,1.127223729,-0.313781328,-0.081770255,-0.246231992,0.224562397,the experience of taking a shower,SHOWER,BATH,BATHTUB,2,8,BATH,d1,bath.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/bath.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/shower_sense2.png?raw=true,shower_sense2.png,400,400,176
4,note_sense1,19,0.326036078,-0.525021587,-0.731850373,-0.773303806,0.154812905,musical note,NOTE,TONE,DRAFT,2,9,DAUGHTER,d2control,daughter.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/daughter.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/note_sense1.png?raw=true,note_sense1.png,400,400,177
4,note_sense2,20,0.154812905,-0.773303806,-0.731850373,-0.525021587,0.326036078,written note,NOTE,DRAFT,TONE,2,9,TONE,d2,tone.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/tone.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/note_sense2.jpg?raw=true,note_sense2.jpg,400,400,178
4,son_sense1,38,0.963357868,-0.628715458,-0.708392573,-0.663344358,0.454956401,familial son,SON,DAUGHTER,MOON,2,9,DRAFT,d1control,draft.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/draft.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/son_sense1.png?raw=true,son_sense1.png,400,400,179
4,son_sense2,39,0.454956401,-0.663344358,-0.708392573,-0.628715458,0.963357868,shining sun,SON,MOON,DAUGHTER,2,9,MOON,d1,moon.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/moon.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/son_sense2.png?raw=true,son_sense2.png,400,400,180
4,sponge_sense1,43,-0.064004866,-0.727137043,-0.390508453,-0.181303886,0.912374656,kitchen sponge,SPONGE,TOWEL,CORAL,2,10,ALBUM,d2control,album.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/album.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/sponge_sense1.jpg?raw=true,sponge_sense1.jpg,400,400,181
4,sponge_sense2,44,0.912374656,-0.181303886,-0.390508453,-0.727137043,-0.064004866,animal sponge in the sea,SPONGE,CORAL,TOWEL,2,10,TOWEL,d2,towel.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/towel.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/sponge_sense2.png?raw=true,sponge_sense2.png,400,400,182
4,tape_sense1,45,0.261773264,-0.794755337,0.109915882,-0.24090761,0.072450705,mix tape,TAPE,ALBUM,GLUE,2,10,CORAL,d1control,coral.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/coral.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/tape_sense1.png?raw=true,tape_sense1.png,400,400,183
4,tape_sense2,46,0.072450705,-0.24090761,0.109915882,-0.794755337,0.261773264,sticky tape,TAPE,GLUE,ALBUM,2,10,GLUE,d1,glue.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/glue.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/tape_sense2.jpg?raw=true,tape_sense2.jpg,400,400,184
4,grain_sense2,16,1.63349839,-0.72116126,-0.532315768,-0.35998847,1.703534649,whole grain,GRAIN,WHEAT,PARTICLE,1,11,ESSAY,d2control,essay.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/essay.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/grain_sense2.jpg?raw=true,grain_sense2.jpg,400,400,185
4,sign_sense1,37,1.773916101,-0.572430278,-0.560230124,-0.168307271,1.141095939,billboard sign,SIGN,BILLBOARD,OMEN,1,12,OMEN,d2,omen.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/omen.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/sign_sense1.png?raw=true,sign_sense1.png,400,400,186
4,hand_sense1,17,1.020025754,-0.617553382,-0.53214907,-0.673133298,1.885911404,anatomical hand,HAND,FINGER,APPLAUSE,1,11,BILLBOARD,d1control,billboard.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/billboard.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/hand_sense1.jpg?raw=true,hand_sense1.jpg,400,400,187
4,paper_sense1,21,1.07960155,-0.610663122,0.332341152,-0.520207424,1.66436476,material paper,PAPER,CARDBOARD,ESSAY,1,11,CARDBOARD,d1,cardboard.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/cardboard.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/paper_sense1.jpg?raw=true,paper_sense1.jpg,400,400,188
4,space_sense2,40,0.096444064,-0.370067756,0.823968346,-0.148019811,0.266021211,outer space,SPACE,SKY,ROOM,1,11,SCREW,d2control,screw.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/screw.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/space_sense2.png?raw=true,space_sense2.png,400,400,189
4,cream_sense1,9,1.280304329,-0.373788845,-0.646461638,-0.503046199,1.620260018,dairy cream,CREAM,MILK,LOTION,1,12,LOTION,d2,lotion.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/lotion.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/cream_sense1.png?raw=true,cream_sense1.png,400,400,190
4,ruler_sense2,32,1.30729723,-0.530313184,-0.726176906,-0.408694248,1.253213623,political ruler,RULER,LEADER,YARDSTICK,1,12,MILK,d1control,milk.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/milk.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/ruler_sense2.png?raw=true,ruler_sense2.png,400,400,191
4,nail_sense2,18,1.041235316,-0.765868974,-0.981337685,-0.358574209,1.30379381,finger nail,NAIL,CLAW,SCREW,1,12,CLAW,d1,claw.mp3,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWISounds/claw.mp3?raw=true,https://github.com/lmcl-umd/PolyPWI/blob/main/PolyPWIPics/nail_sense2.jpg?raw=true,nail_sense2.jpg,400,400,192